,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
557,West Gear,1128299,2020-02-28,West,Nevada,Las Vegas,Women's Athletic Footwear,60.00000000000001,350,210000.00000000003,63000.00000000001,0.3,In-store
558,West Gear,1128299,2020-03-01,West,Nevada,Las Vegas,Men's Apparel,70.0,325,227500.0,113750.00000000003,0.5000000000000001,In-store
559,West Gear,1128299,2020-03-02,West,Nevada,Las Vegas,Women's Apparel,75.00000000000001,375,281250.00000000006,42187.500000000015,0.15000000000000002,In-store
560,West Gear,1128299,2020-03-03,West,Nevada,Las Vegas,Men's Street Footwear,60.00000000000001,575,345000.00000000006,120750.00000000003,0.35000000000000003,In-store
561,West Gear,1128299,2020-03-04,West,Nevada,Las Vegas,Men's Athletic Footwear,65.00000000000001,575,373750.00000000006,74750.00000000001,0.2,In-store
562,West Gear,1128299,2020-03-05,West,Nevada,Las Vegas,Women's Street Footwear,60.00000000000001,425,255000.00000000003,89250.00000000001,0.35000000000000003,In-store
563,West Gear,1128299,2020-03-06,West,Nevada,Las Vegas,Women's Athletic Footwear,60.00000000000001,400,240000.00000000003,72000.0,0.3,In-store
564,West Gear,1128299,2020-03-07,West,Nevada,Las Vegas,Men's Apparel,70.0,350,245000.0,122500.00000000003,0.5000000000000001,In-store
565,West Gear,1128299,2020-03-08,West,Nevada,Las Vegas,Women's Apparel,75.00000000000001,475,356250.00000000006,53437.500000000015,0.15000000000000002,In-store
566,West Gear,1128299,2020-03-09,West,Nevada,Las Vegas,Men's Street Footwear,60.00000000000001,675,405000.00000000006,141750.00000000003,0.35000000000000003,In-store
567,West Gear,1128299,2020-03-10,West,Nevada,Las Vegas,Men's Athletic Footwear,65.00000000000001,675,438750.0000000001,87750.00000000003,0.2,In-store
568,West Gear,1128299,2020-03-11,West,Nevada,Las Vegas,Women's Street Footwear,60.00000000000001,475,285000.00000000006,99750.00000000003,0.35000000000000003,In-store
569,West Gear,1128299,2020-03-12,West,Nevada,Las Vegas,Women's Athletic Footwear,60.00000000000001,475,285000.00000000006,85500.00000000001,0.3,In-store
570,West Gear,1128299,2020-03-13,West,Nevada,Las Vegas,Men's Apparel,70.0,400,280000.0,140000.00000000003,0.5000000000000001,In-store
571,West Gear,1128299,2020-03-14,West,Nevada,Las Vegas,Women's Apparel,75.00000000000001,500,375000.00000000006,56250.000000000015,0.15000000000000002,In-store
572,West Gear,1128299,2020-03-15,West,Nevada,Las Vegas,Men's Street Footwear,30.0,425,127500.0,44625.00000000001,0.35000000000000003,In-store
573,West Gear,1128299,2020-03-16,West,Nevada,Las Vegas,Men's Athletic Footwear,40.0,425,170000.0,34000.0,0.2,In-store
574,West Gear,1128299,2020-03-17,West,Nevada,Las Vegas,Women's Street Footwear,40.0,425,170000.0,59500.00000000001,0.35000000000000003,In-store
575,West Gear,1128299,2020-03-18,West,Nevada,Las Vegas,Women's Athletic Footwear,40.0,275,110000.0,33000.0,0.3,In-store
576,West Gear,1128299,2020-03-19,West,Colorado,Denver,Men's Apparel,45.0,225,101250.0,50625.0,0.5,In-store
577,West Gear,1128299,2020-03-20,West,Colorado,Denver,Women's Apparel,40.0,475,190000.0,28500.000000000004,0.15000000000000002,In-store
578,West Gear,1128299,2020-03-21,West,Colorado,Denver,Men's Street Footwear,30.0,525,157500.0,55125.00000000001,0.35000000000000003,In-store
579,West Gear,1128299,2020-03-22,West,Colorado,Denver,Men's Athletic Footwear,40.0,425,170000.0,34000.0,0.2,In-store
580,West Gear,1128299,2020-03-23,West,Colorado,Denver,Women's Street Footwear,40.0,425,170000.0,59500.00000000001,0.35000000000000003,In-store
581,West Gear,1128299,2020-03-24,West,Colorado,Denver,Women's Athletic Footwear,40.0,275,110000.0,33000.0,0.3,In-store
582,West Gear,1128299,2020-03-25,West,Colorado,Denver,Men's Apparel,45.0,200,90000.0,45000.0,0.5,In-store
583,West Gear,1128299,2020-03-26,West,Colorado,Denver,Women's Apparel,40.0,400,160000.0,24000.000000000004,0.15000000000000002,In-store
584,West Gear,1128299,2020-03-27,West,Colorado,Denver,Men's Street Footwear,40.0,550,220000.0,77000.00000000001,0.35000000000000003,In-store
585,West Gear,1128299,2020-03-28,West,Colorado,Denver,Men's Athletic Footwear,49.99999999999999,400,199999.99999999997,40000.0,0.2,In-store
586,West Gear,1128299,2020-03-29,West,Colorado,Denver,Women's Street Footwear,54.99999999999999,400,219999.99999999997,77000.0,0.35000000000000003,In-store
587,West Gear,1128299,2020-03-30,West,Colorado,Denver,Women's Athletic Footwear,54.99999999999999,300,164999.99999999997,49499.99999999999,0.3,In-store
588,West Gear,1128299,2020-03-31,West,Colorado,Denver,Men's Apparel,60.0,150,90000.0,45000.0,0.5,In-store
589,West Gear,1128299,2020-04-01,West,Colorado,Denver,Women's Apparel,54.99999999999999,350,192499.99999999997,28875.0,0.15000000000000002,In-store
590,West Gear,1128299,2020-04-02,West,Colorado,Denver,Men's Street Footwear,60.0,525,315000.0,110250.00000000001,0.35000000000000003,In-store
591,West Gear,1128299,2020-04-03,West,Colorado,Denver,Men's Athletic Footwear,65.0,325,211250.0,42250.0,0.2,In-store
592,West Gear,1128299,2020-04-04,West,Colorado,Denver,Women's Street Footwear,65.0,375,243750.0,85312.50000000001,0.35000000000000003,In-store
593,West Gear,1128299,2020-04-05,West,Colorado,Denver,Women's Athletic Footwear,60.0,275,165000.0,49500.0,0.3,In-store
594,West Gear,1128299,2020-04-06,West,Colorado,Denver,Men's Apparel,65.0,175,113750.0,56875.0,0.5,In-store
595,West Gear,1128299,2020-04-07,West,Colorado,Denver,Women's Apparel,80.0,325,260000.0,39000.00000000001,0.15000000000000002,In-store
596,West Gear,1128299,2020-04-08,West,Colorado,Denver,Men's Street Footwear,60.0,525,315000.0,157500.0,0.5,In-store
597,West Gear,1128299,2020-04-09,West,Colorado,Denver,Men's Athletic Footwear,65.0,375,243750.0,85312.5,0.35,In-store
598,West Gear,1128299,2020-04-10,West,Colorado,Denver,Women's Street Footwear,65.0,375,243750.0,121875.0,0.5,In-store
599,West Gear,1128299,2020-04-11,West,Colorado,Denver,Women's Athletic Footwear,60.0,275,165000.0,74249.99999999999,0.44999999999999996,In-store
600,West Gear,1128299,2020-04-12,West,Colorado,Denver,Men's Apparel,65.0,175,113750.0,73937.50000000001,0.6500000000000001,In-store
601,West Gear,1128299,2020-04-13,West,Colorado,Denver,Women's Apparel,80.0,475,380000.0,114000.0,0.3,In-store
602,West Gear,1128299,2020-04-14,West,Colorado,Denver,Men's Street Footwear,60.0,725,435000.0,217500.0,0.5,In-store
603,West Gear,1128299,2020-04-15,West,Colorado,Denver,Men's Athletic Footwear,65.0,575,373750.0,130812.49999999999,0.35,In-store
604,West Gear,1128299,2020-04-16,West,Colorado,Denver,Women's Street Footwear,65.0,575,373750.0,186875.0,0.5,In-store
605,West Gear,1128299,2020-04-17,West,Colorado,Denver,Women's Athletic Footwear,65.0,450,292500.0,131625.0,0.44999999999999996,In-store
606,West Gear,1128299,2020-04-18,West,Colorado,Denver,Men's Apparel,70.0,325,227500.0,147875.00000000003,0.6500000000000001,In-store
607,West Gear,1128299,2020-04-19,West,Colorado,Denver,Women's Apparel,85.00000000000001,625,531250.0000000001,159375.00000000003,0.3,In-store
608,West Gear,1128299,2020-04-20,West,Colorado,Denver,Men's Street Footwear,65.0,775,503750.0,226687.5,0.45,In-store
609,West Gear,1128299,2020-04-21,West,Colorado,Denver,Men's Athletic Footwear,70.0,625,437500.0,131250.0,0.3,In-store
610,West Gear,1128299,2020-04-22,West,Colorado,Denver,Women's Street Footwear,70.0,575,402500.0,181125.0,0.45,In-store
611,West Gear,1128299,2020-04-23,West,Colorado,Denver,Women's Athletic Footwear,65.0,475,308750.0,123499.99999999999,0.39999999999999997,In-store
612,West Gear,1128299,2020-04-24,West,Colorado,Denver,Men's Apparel,70.0,525,367500.0,220500.00000000003,0.6000000000000001,In-store
613,West Gear,1128299,2020-04-25,West,Colorado,Denver,Women's Apparel,85.00000000000001,525,446250.00000000006,111562.50000000001,0.25,In-store
614,West Gear,1128299,2020-04-26,West,Colorado,Denver,Men's Street Footwear,70.0,725,507500.0,228375.0,0.45,In-store
615,West Gear,1128299,2020-04-27,West,Colorado,Denver,Men's Athletic Footwear,75.00000000000001,675,506250.0000000001,151875.00000000003,0.3,In-store
616,West Gear,1128299,2020-04-28,West,Colorado,Denver,Women's Street Footwear,70.0,550,385000.0,173250.0,0.45,In-store
617,West Gear,1128299,2020-04-29,West,Colorado,Denver,Women's Athletic Footwear,70.0,500,350000.0,140000.0,0.39999999999999997,In-store
618,West Gear,1128299,2020-04-30,West,Colorado,Denver,Men's Apparel,75.0,500,375000.0,225000.00000000003,0.6000000000000001,In-store
619,West Gear,1128299,2020-05-01,West,Colorado,Denver,Women's Apparel,80.0,400,320000.0,80000.0,0.25,In-store
620,West Gear,1128299,2020-05-02,West,Colorado,Denver,Men's Street Footwear,65.00000000000001,600,390000.00000000006,156000.00000000003,0.4,In-store
621,West Gear,1128299,2020-05-03,West,Colorado,Denver,Men's Athletic Footwear,70.00000000000001,600,420000.00000000006,105000.00000000001,0.25,In-store
622,West Gear,1128299,2020-05-04,West,Colorado,Denver,Women's Street Footwear,65.00000000000001,450,292500.00000000006,117000.00000000003,0.4,In-store
623,West Gear,1128299,2020-05-05,West,Colorado,Denver,Women's Athletic Footwear,65.00000000000001,400,260000.00000000006,91000.00000000001,0.35,In-store
624,West Gear,1128299,2020-05-06,West,Colorado,Denver,Men's Apparel,75.00000000000001,400,300000.00000000006,165000.0000000001,0.5500000000000002,In-store
625,West Gear,1128299,2020-05-07,West,Colorado,Denver,Women's Apparel,70.0,425,297500.0,59500.0,0.2,In-store
626,West Gear,1128299,2020-05-08,West,Colorado,Denver,Men's Street Footwear,55.00000000000001,525,288750.00000000006,115500.00000000003,0.4,In-store
627,West Gear,1128299,2020-05-09,West,Colorado,Denver,Men's Athletic Footwear,60.00000000000001,525,315000.00000000006,78750.00000000001,0.25,In-store
628,West Gear,1128299,2020-05-10,West,Colorado,Denver,Women's Street Footwear,55.00000000000001,350,192500.00000000003,77000.00000000001,0.4,In-store
629,West Gear,1128299,2020-05-11,West,Colorado,Denver,Women's Athletic Footwear,55.00000000000001,325,178750.00000000003,62562.50000000001,0.35,In-store
630,West Gear,1128299,2020-05-12,West,Colorado,Denver,Men's Apparel,65.0,300,195000.0,107250.00000000003,0.5500000000000002,In-store
631,West Gear,1128299,2020-05-13,West,Colorado,Denver,Women's Apparel,70.0,350,245000.0,49000.0,0.2,In-store
632,West Gear,1128299,2020-05-14,West,Colorado,Denver,Men's Street Footwear,55.00000000000001,575,316250.00000000006,126500.00000000003,0.4,In-store
633,West Gear,1128299,2020-05-15,West,Colorado,Denver,Men's Athletic Footwear,60.00000000000001,575,345000.00000000006,86250.00000000001,0.25,In-store
634,West Gear,1128299,2020-05-16,West,Colorado,Denver,Women's Street Footwear,55.00000000000001,425,233750.00000000003,93500.00000000001,0.4,In-store
635,West Gear,1128299,2020-05-17,West,Colorado,Denver,Women's Athletic Footwear,65.00000000000001,400,260000.00000000006,91000.00000000001,0.35,In-store
636,West Gear,1128299,2020-05-18,West,Colorado,Denver,Men's Apparel,75.00000000000001,375,281250.00000000006,154687.5000000001,0.5500000000000002,In-store
637,West Gear,1128299,2020-05-19,West,Colorado,Denver,Women's Apparel,80.00000000000001,500,400000.00000000006,80000.00000000001,0.2,In-store
638,West Gear,1128299,2020-05-20,West,Colorado,Denver,Men's Street Footwear,65.00000000000001,700,455000.0000000001,182000.00000000006,0.4,In-store
639,West Gear,1128299,2020-05-21,West,Colorado,Denver,Men's Athletic Footwear,70.00000000000001,700,490000.0000000001,122500.00000000003,0.25,In-store
640,West Gear,1128299,2020-05-22,West,Colorado,Denver,Women's Street Footwear,65.00000000000001,500,325000.00000000006,130000.00000000003,0.4,In-store
641,West Gear,1128299,2020-05-23,West,Colorado,Denver,Women's Athletic Footwear,65.00000000000001,500,325000.00000000006,113750.00000000001,0.35,In-store
642,West Gear,1128299,2020-05-24,West,Colorado,Denver,Men's Apparel,75.00000000000001,425,318750.00000000006,175312.5000000001,0.5500000000000002,In-store
643,West Gear,1128299,2020-05-25,West,Colorado,Denver,Women's Apparel,80.00000000000001,525,420000.00000000006,84000.00000000001,0.2,In-store
644,West Gear,1128299,2020-05-26,West,Colorado,Denver,Men's Street Footwear,40.0,450,180000.0,54000.0,0.3,In-store
645,West Gear,1128299,2020-05-27,West,Colorado,Denver,Men's Athletic Footwear,50.0,450,225000.0,56250.0,0.25,In-store
646,West Gear,1128299,2020-05-28,West,Colorado,Denver,Women's Street Footwear,50.0,450,225000.0,56250.0,0.25,In-store
647,West Gear,1128299,2020-05-29,West,Colorado,Denver,Women's Athletic Footwear,50.0,300,150000.0,45000.0,0.3,In-store
648,West Gear,1128299,2020-05-30,West,Washington,Seattle,Men's Apparel,55.00000000000001,250,137500.00000000003,34375.00000000001,0.25,In-store
649,West Gear,1128299,2020-05-31,West,Washington,Seattle,Women's Apparel,50.0,500,250000.0,50000.0,0.2,In-store
650,West Gear,1128299,2020-06-01,West,Washington,Seattle,Men's Street Footwear,40.0,550,220000.0,66000.0,0.3,In-store
651,West Gear,1128299,2020-06-02,West,Washington,Seattle,Men's Athletic Footwear,50.0,450,225000.0,56250.0,0.25,In-store
652,West Gear,1128299,2020-06-03,West,Washington,Seattle,Women's Street Footwear,50.0,450,225000.0,56250.0,0.25,In-store
653,West Gear,1128299,2020-06-04,West,Washington,Seattle,Women's Athletic Footwear,50.0,300,150000.0,45000.0,0.3,In-store
654,West Gear,1128299,2020-06-05,West,Washington,Seattle,Men's Apparel,55.00000000000001,225,123750.00000000001,30937.500000000004,0.25,In-store
655,West Gear,1128299,2020-06-06,West,Washington,Seattle,Women's Apparel,50.0,425,212500.0,42500.0,0.2,In-store
656,West Gear,1128299,2020-06-07,West,Washington,Seattle,Men's Street Footwear,50.0,575,287500.0,86250.0,0.3,In-store
657,West Gear,1128299,2020-06-08,West,Washington,Seattle,Men's Athletic Footwear,60.0,425,255000.0,63750.0,0.25,In-store
658,West Gear,1128299,2020-06-09,West,Washington,Seattle,Women's Street Footwear,64.99999999999999,425,276249.99999999994,69062.49999999999,0.25,In-store
659,West Gear,1128299,2020-06-10,West,Washington,Seattle,Women's Athletic Footwear,64.99999999999999,325,211249.99999999994,63374.99999999998,0.3,In-store
660,West Gear,1128299,2020-06-11,West,Washington,Seattle,Men's Apparel,70.0,175,122500.0,30625.0,0.25,In-store
661,West Gear,1128299,2020-06-12,West,Washington,Seattle,Women's Apparel,64.99999999999999,375,243749.99999999994,48749.99999999999,0.2,In-store
662,West Gear,1128299,2020-06-13,West,Washington,Seattle,Men's Street Footwear,70.0,550,385000.0,115500.0,0.3,In-store
663,West Gear,1128299,2020-06-14,West,Washington,Seattle,Men's Athletic Footwear,75.0,350,262500.0,65625.0,0.25,In-store
664,West Gear,1128299,2020-06-15,West,Washington,Seattle,Women's Street Footwear,75.0,400,300000.0,75000.0,0.25,In-store
665,West Gear,1128299,2020-06-16,West,Washington,Seattle,Women's Athletic Footwear,60.0,300,180000.0,54000.0,0.3,In-store
666,West Gear,1128299,2020-06-17,West,Washington,Seattle,Men's Apparel,65.0,200,130000.0,32500.0,0.25,In-store
667,West Gear,1128299,2020-06-18,West,Washington,Seattle,Women's Apparel,80.0,350,280000.0,56000.0,0.2,In-store
668,West Gear,1128299,2020-06-19,West,Washington,Seattle,Men's Street Footwear,60.0,550,330000.0,99000.0,0.3,In-store
669,West Gear,1128299,2020-06-20,West,Washington,Seattle,Men's Athletic Footwear,65.0,400,260000.0,65000.0,0.25,In-store
670,West Gear,1128299,2020-06-21,West,Washington,Seattle,Women's Street Footwear,65.0,400,260000.0,65000.0,0.25,In-store
671,West Gear,1128299,2020-06-22,West,Washington,Seattle,Women's Athletic Footwear,60.0,300,180000.0,54000.0,0.3,In-store
672,West Gear,1128299,2020-06-23,West,Washington,Seattle,Men's Apparel,65.0,200,130000.0,32500.0,0.25,In-store
673,West Gear,1128299,2020-06-24,West,Washington,Seattle,Women's Apparel,80.0,500,400000.0,80000.0,0.2,In-store
674,West Gear,1128299,2020-06-25,West,Washington,Seattle,Men's Street Footwear,75.0,750,562500.0,168750.0,0.3,In-store
675,West Gear,1128299,2020-06-26,West,Washington,Seattle,Men's Athletic Footwear,80.0,625,500000.0,125000.0,0.25,In-store
676,West Gear,1128299,2020-06-27,West,Washington,Seattle,Women's Street Footwear,80.0,625,500000.0,125000.0,0.25,In-store
677,West Gear,1128299,2020-06-28,West,Washington,Seattle,Women's Athletic Footwear,80.0,500,400000.0,120000.0,0.3,In-store
678,West Gear,1128299,2020-06-29,West,Washington,Seattle,Men's Apparel,85.00000000000001,375,318750.00000000006,79687.50000000001,0.25,In-store
679,West Gear,1128299,2020-06-30,West,Washington,Seattle,Women's Apparel,100.0,675,675000.0,135000.0,0.2,In-store
680,West Gear,1128299,2020-07-01,West,Washington,Seattle,Men's Street Footwear,80.0,825,660000.0,198000.0,0.3,In-store
681,West Gear,1128299,2020-07-02,West,Washington,Seattle,Men's Athletic Footwear,85.00000000000001,675,573750.0000000001,143437.50000000003,0.25,In-store
682,West Gear,1128299,2020-07-03,West,Washington,Seattle,Women's Street Footwear,85.00000000000001,625,531250.0000000001,132812.50000000003,0.25,In-store
683,West Gear,1128299,2020-07-04,West,Washington,Seattle,Women's Athletic Footwear,80.0,525,420000.0,126000.0,0.3,In-store
684,West Gear,1128299,2020-07-05,West,Washington,Seattle,Men's Apparel,85.00000000000001,575,488750.00000000006,122187.50000000001,0.25,In-store
685,West Gear,1128299,2020-07-06,West,Washington,Seattle,Women's Apparel,100.0,575,575000.0,115000.0,0.2,In-store
686,West Gear,1128299,2020-07-07,West,Washington,Seattle,Men's Street Footwear,85.00000000000001,775,658750.0000000001,197625.00000000003,0.3,In-store
687,West Gear,1128299,2020-07-08,West,Washington,Seattle,Men's Athletic Footwear,80.00000000000001,750,600000.0000000001,150000.00000000003,0.25,In-store
688,West Gear,1128299,2020-07-09,West,Washington,Seattle,Women's Street Footwear,75.00000000000001,625,468750.0000000001,117187.50000000003,0.25,In-store
689,West Gear,1128299,2020-07-10,West,Washington,Seattle,Women's Athletic Footwear,75.00000000000001,575,431250.00000000006,129375.00000000001,0.3,In-store
690,West Gear,1128299,2020-07-11,West,Washington,Seattle,Men's Apparel,75.0,575,431250.0,107812.5,0.25,In-store
691,West Gear,1128299,2020-07-12,West,Washington,Seattle,Women's Apparel,80.0,400,320000.0,64000.0,0.2,In-store
692,West Gear,1128299,2020-07-13,West,Washington,Seattle,Men's Street Footwear,70.00000000000001,600,420000.00000000006,126000.00000000001,0.3,In-store
693,West Gear,1128299,2020-07-14,West,Washington,Seattle,Men's Athletic Footwear,75.00000000000003,600,450000.0000000002,112500.00000000004,0.25,In-store
694,West Gear,1128299,2020-07-15,West,Washington,Seattle,Women's Street Footwear,70.00000000000001,450,315000.00000000006,78750.00000000001,0.25,In-store
695,West Gear,1128299,2020-07-16,West,Washington,Seattle,Women's Athletic Footwear,70.00000000000001,400,280000.00000000006,84000.00000000001,0.3,In-store
696,West Gear,1128299,2020-07-17,West,Washington,Seattle,Men's Apparel,80.00000000000001,425,340000.00000000006,85000.00000000001,0.25,In-store
697,West Gear,1128299,2020-07-18,West,Washington,Seattle,Women's Apparel,65.0,450,292500.0,58500.0,0.2,In-store
698,West Gear,1128299,2020-07-19,West,Washington,Seattle,Men's Street Footwear,60.00000000000001,550,330000.00000000006,99000.00000000001,0.3,In-store
699,West Gear,1128299,2020-07-20,West,Washington,Seattle,Men's Athletic Footwear,65.00000000000001,550,357500.00000000006,89375.00000000001,0.25,In-store
700,West Gear,1128299,2020-07-21,West,Washington,Seattle,Women's Street Footwear,60.00000000000001,375,225000.00000000003,56250.00000000001,0.25,In-store
701,West Gear,1128299,2020-07-22,West,Washington,Seattle,Women's Athletic Footwear,60.00000000000001,350,210000.00000000003,63000.00000000001,0.3,In-store
702,West Gear,1128299,2020-07-23,West,Washington,Seattle,Men's Apparel,70.0,325,227500.0,56875.0,0.25,In-store
703,West Gear,1128299,2020-07-24,West,Washington,Seattle,Women's Apparel,75.00000000000001,375,281250.00000000006,56250.000000000015,0.2,In-store
704,West Gear,1128299,2020-07-25,West,Washington,Seattle,Men's Street Footwear,60.00000000000001,600,360000.00000000006,108000.00000000001,0.3,In-store
705,West Gear,1128299,2020-07-26,West,Washington,Seattle,Men's Athletic Footwear,65.00000000000001,625,406250.0000000001,101562.50000000003,0.25,In-store
706,West Gear,1128299,2020-07-27,West,Washington,Seattle,Women's Street Footwear,60.00000000000001,475,285000.00000000006,71250.00000000001,0.25,In-store
707,West Gear,1128299,2020-07-28,West,Washington,Seattle,Women's Athletic Footwear,70.00000000000001,450,315000.00000000006,94500.00000000001,0.3,In-store
708,West Gear,1128299,2020-07-29,West,Washington,Seattle,Men's Apparel,90.00000000000001,425,382500.00000000006,95625.00000000001,0.25,In-store
709,West Gear,1128299,2020-07-30,West,Washington,Seattle,Women's Apparel,95.00000000000001,550,522500.00000000006,104500.00000000001,0.2,In-store
710,West Gear,1128299,2020-07-31,West,Washington,Seattle,Men's Street Footwear,80.00000000000001,750,600000.0000000001,180000.00000000003,0.3,In-store
711,West Gear,1128299,2020-08-01,West,Washington,Seattle,Men's Athletic Footwear,85.00000000000001,750,637500.0000000001,159375.00000000003,0.25,In-store
712,West Gear,1128299,2020-08-02,West,Washington,Seattle,Women's Street Footwear,80.00000000000001,550,440000.00000000006,110000.00000000001,0.25,In-store
713,West Gear,1128299,2020-08-03,West,Washington,Seattle,Women's Athletic Footwear,80.00000000000001,550,440000.00000000006,132000.0,0.3,In-store
714,West Gear,1128299,2020-08-04,West,Washington,Seattle,Men's Apparel,90.00000000000001,475,427500.00000000006,106875.00000000001,0.25,In-store
715,West Gear,1128299,2020-08-05,West,Washington,Seattle,Women's Apparel,95.00000000000001,575,546250.0000000001,109250.00000000003,0.2,In-store
716,Foot Locker,1185732,2020-08-06,West,Washington,Seattle,Men's Street Footwear,45.0,1050,472500.0,212625.0,0.45,In-store
717,Foot Locker,1185732,2020-08-07,West,Washington,Seattle,Men's Athletic Footwear,45.0,850,382500.0,133875.0,0.35,In-store
718,Foot Locker,1185732,2020-08-08,West,Washington,Seattle,Women's Street Footwear,35.0,850,297500.0,74375.0,0.25,In-store
719,Foot Locker,1185732,2020-08-09,West,Washington,Seattle,Women's Athletic Footwear,40.0,700,280000.0,84000.0,0.3,In-store
720,Foot Locker,1185732,2020-08-10,Southeast,Florida,Miami,Men's Apparel,55.00000000000001,750,412500.00000000006,144375.0,0.35,In-store
721,Foot Locker,1185732,2020-08-11,Southeast,Florida,Miami,Women's Apparel,45.0,850,382500.0,191250.0,0.5,In-store
722,Foot Locker,1185732,2020-08-12,Southeast,Florida,Miami,Men's Street Footwear,45.0,1100,495000.0,222750.0,0.45,In-store
723,Foot Locker,1185732,2020-08-13,Southeast,Florida,Miami,Men's Athletic Footwear,45.0,750,337500.0,118124.99999999999,0.35,In-store
724,Foot Locker,1185732,2020-08-14,Southeast,Florida,Miami,Women's Street Footwear,35.0,800,280000.0,70000.0,0.25,In-store
725,West Gear,1185732,2020-08-15,Southeast,Florida,Miami,Women's Athletic Footwear,40.0,675,270000.0,81000.0,0.3,In-store
726,Foot Locker,1185732,2020-08-16,Southeast,Florida,Miami,Men's Apparel,55.00000000000001,750,412500.00000000006,144375.0,0.35,In-store
727,Foot Locker,1185732,2020-08-17,Southeast,Florida,Miami,Women's Apparel,45.0,850,382500.0,191250.0,0.5,In-store
728,Foot Locker,1185732,2020-08-18,Southeast,Florida,Miami,Men's Street Footwear,45.0,1070,481500.0,216675.0,0.45,In-store
729,Foot Locker,1185732,2020-08-19,Southeast,Florida,Miami,Men's Athletic Footwear,45.0,750,337500.0,118124.99999999999,0.35,In-store
730,Foot Locker,1185732,2020-08-20,Southeast,Florida,Miami,Women's Street Footwear,35.0,775,271250.0,67812.5,0.25,In-store
731,Foot Locker,1185732,2020-08-21,Southeast,Florida,Miami,Women's Athletic Footwear,40.0,625,250000.0,75000.0,0.3,In-store
732,Foot Locker,1185732,2020-08-22,Southeast,Florida,Miami,Men's Apparel,55.00000000000001,675,371250.00000000006,129937.50000000001,0.35,In-store
733,Foot Locker,1185732,2020-08-23,Southeast,Florida,Miami,Women's Apparel,45.0,775,348750.0,174375.0,0.5,In-store
734,Foot Locker,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,45.0,1025,461250.0,207562.5,0.45,In-store
735,Foot Locker,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,45.0,725,326250.0,114187.5,0.35,In-store
736,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,35.0,725,253750.0,63437.5,0.25,In-store
737,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,40.0,650,260000.0,78000.0,0.3,In-store
738,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Apparel,55.00000000000001,675,371250.00000000006,129937.50000000001,0.35,In-store
739,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Apparel,45.0,800,360000.0,180000.0,0.5,In-store
740,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,55.00000000000001,1070,588500.0000000001,264825.00000000006,0.45,In-store
741,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,55.00000000000001,775,426250.00000000006,149187.5,0.35,In-store
742,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,50.0,750,375000.0,93750.0,0.25,In-store
743,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,700,350000.0,105000.0,0.3,In-store
744,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Apparel,60.0,725,435000.0,152250.0,0.35,In-store
745,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Apparel,65.0,825,536250.0,268125.0,0.5,In-store
746,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,60.0,1075,645000.0,290250.0,0.45,In-store
747,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,55.00000000000001,825,453750.00000000006,158812.5,0.35,In-store
748,West Gear,1185732,2020-09-07,Southeast,Florida,Miami,Women's Street Footwear,50.0,800,400000.0,100000.0,0.25,In-store
749,West Gear,1185732,2020-09-08,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,775,387500.0,116250.0,0.3,In-store
750,West Gear,1185732,2020-09-09,Southeast,Florida,Miami,Men's Apparel,65.0,775,503750.0,176312.5,0.35,In-store
751,West Gear,1185732,2020-09-10,Southeast,Florida,Miami,Women's Apparel,70.0,925,647500.0,323750.0,0.5,In-store
752,West Gear,1185732,2020-09-11,Southeast,Florida,Miami,Men's Street Footwear,65.0,1150,747500.0,336375.0,0.45,In-store
753,West Gear,1185732,2020-09-12,Southeast,Florida,Miami,Men's Athletic Footwear,60.00000000000001,900,540000.0000000001,189000.00000000003,0.35,In-store
754,West Gear,1185732,2020-09-13,Southeast,Florida,Miami,Women's Street Footwear,55.00000000000001,825,453750.00000000006,113437.50000000001,0.25,In-store
755,West Gear,1185732,2020-09-14,Southeast,Florida,Miami,Women's Athletic Footwear,55.00000000000001,775,426250.00000000006,127875.00000000001,0.3,In-store
756,West Gear,1185732,2020-09-15,Southeast,Florida,Miami,Men's Apparel,65.0,800,520000.0,182000.0,0.35,In-store
757,West Gear,1185732,2020-09-16,Southeast,Florida,Miami,Women's Apparel,70.0,975,682500.0,341250.0,0.5,In-store
